entity_id,degree,small_tx_count,avg_amount,amount_variance,amount_skewness,high_value_ratio,cycle_score,clustering_coeff,tx_freq_variance,tx_velocity,burstiness,temporal_concentration,kyc_risk_score,dormancy_period,cross_border_amount,in_degree_x,tx_frequency,directionality_ratio,round_trip_count,in_degree_y,profile_type,agent_id,country_ASIA,country_EU,country_HIGH_RISK,country_US,ml_flag_score,is_anomaly
E0011,5,0,65555.42668073512,4606717784.199848,0.9701526543958581,0.2,1.8804585842000385,0.15555555555555556,0.5418000000000003,0.33333333111111113,448.0,0,0.0751525307657504,20,12.621766202488121,5,5,0.4999999950000001,0,5,business_small,44,False,False,True,False,0.0,0
E0012,8,0,55856.64160758191,1084711148.3600323,0.042302758790145535,0.0,1.9281220115284314,0.11538461538461539,2.4581999999999997,0.30769230650887575,1148.5714285714287,0,0.0933616077984923,154,12.799534720012346,5,8,0.38461538165680476,0,5,business_small,68,True,False,False,False,0.125,1
E0013,6,0,21379.71307856776,444658499.39694834,0.03174040358832169,0.0,1.9164553212667372,0.19444444444444445,0.4581999999999997,0.2307692298816568,964.0,0,0.255011956497958,26,10.596545737666041,3,6,0.3333333296296297,0,3,business_small,48,False,False,False,True,0.0,0
E0014,7,0,44738.502677827615,1547878487.943655,0.4959219729536272,0.14285714285714285,1.8841403921891327,0.05555555555555555,1.4581999999999997,0.38888888672839506,508.095238095238,0,0.1809566470213556,76,12.129068565144115,2,7,0.22222221975308645,0,2,individual_low,57,False,False,False,True,0.0,0
E0015,5,0,60658.550678205465,1573070772.4992025,0.9923844713257265,0.2,1.8948887441138884,0.07142857142857142,0.5418000000000003,0.35714285459183676,380.0,0,0.0437047581988105,305,12.059831364247808,3,5,0.3749999953125001,0,3,individual_low,75,False,False,False,True,0.0,0
E0016,6,0,60326.472760391305,7378133257.274775,1.265523598021883,0.16666666666666666,1.8614408835528369,0.2222222222222222,0.4581999999999997,0.23999999904,854.6666666666667,0,0.2179414630487494,56,12.42571038541997,3,6,0.3333333296296297,0,3,individual_low,22,False,False,False,True,0.0,0
E0017,9,0,54221.662087054414,2324281278.028294,1.0619986064812676,0.1111111111111111,1.8599657906260165,0.08791208791208792,3.4581999999999997,0.40909090723140495,695.0,0,0.0622377604439635,118,11.738841070987515,5,9,0.35714285459183676,0,5,individual_low,4,False,True,False,False,0.1111111111111111,1
E0018,7,0,43101.59377449493,1654751478.1778247,1.1018317633035835,0.14285714285714285,1.863296252159592,0.16666666666666666,1.4581999999999997,0.29166666545138886,730.0,0,0.129901479033744,164,12.482578291685426,2,7,0.22222221975308645,0,2,business_small,81,False,True,False,False,0.0,0
E0019,26,0,41260.86221569257,777341039.8178773,2.565231861455349,0.038461538461538464,1.812579063568496,0.016091954022988506,20.458199999999998,1.2380952321995464,368.7384615384615,0,0.6798245134332237,274,13.396224939242474,7,26,0.21212121147842056,3,7,business_large,72,False,False,False,True,0.7692307692307693,1
E0020,7,0,59376.57941429521,5244295952.229226,0.9891391617821382,0.14285714285714285,1.8638266461653417,0.17777777777777778,1.4581999999999997,0.34999999825,699.5238095238095,0,0.0815788612372461,47,12.522852717335457,3,7,0.2999999970000001,0,3,business_small,46,False,True,False,False,0.0,0
E0021,10,0,33985.64847538496,766670373.5735573,1.0722521052321734,0.0,1.855833100399971,0.09523809523809523,4.4582,0.35714285586734695,788.4444444444443,0,0.1152320444027376,149,10.854529787710936,5,10,0.33333333111111113,0,5,individual_high,59,False,False,False,True,0.0,0
E0022,6,0,45304.31101351476,988659417.8933353,-0.16854393260009126,0.0,1.9185651273060758,0.3333333333333333,0.4581999999999997,0.2999999985,574.6666666666666,0,0.2202448791912452,157,11.896216772771094,3,6,0.3333333296296297,0,3,business_large,34,False,False,False,True,0.0,0
E0023,24,0,32992.99013305625,775919067.1088006,2.1099784629424687,0.041666666666666664,1.809921576164897,0.027093596059113302,18.458199999999998,0.9999999958333333,647.5362318840578,0,0.8682249509822964,299,13.380257481848338,6,24,0.19999999933333332,1,6,business_small,11,False,False,False,True,0.7083333333333334,1
E0024,6,0,35534.82513219194,1356964535.0512757,0.5339428051997174,0.0,1.883892697507533,0.30303030303030304,0.4581999999999997,0.2999999985,863.0,0,0.1587735170878419,150,10.526663433623416,6,6,0.4999999958333334,0,6,business_large,31,False,True,False,False,0.0,0
E0025,9,1,41971.9716551165,1203112807.4554555,0.5483536176466622,0.1111111111111111,1.8770357010342826,0.14102564102564102,3.4581999999999997,0.35999999856,879.4444444444445,0,0.0029912914669868,224,12.766485516009954,4,9,0.30769230532544384,0,4,business_small,11,True,False,False,False,0.0,0
E0026,7,0,50425.7166975902,1483174951.5667555,-0.16899622728529298,0.0,1.9266028818711343,0.37777777777777777,1.4581999999999997,0.3043478247637051,929.5238095238096,0,0.1015391253725491,259,11.516652399298685,3,7,0.2999999970000001,0,3,individual_low,56,False,False,False,True,0.0,0
E0027,5,1,56272.29572899316,2392719734.6369047,0.49956946590960993,0.2,1.8927455302831326,0.32727272727272727,0.5418000000000003,0.4166666631944445,235.0,0,0.1195903004536603,255,12.313835016598642,6,5,0.5454545404958678,0,6,individual_low,38,False,True,False,False,0.0,0
E0028,5,0,71841.71874273727,1182703694.7663112,0.3595890419018656,0.2,1.927805513174722,0.4222222222222222,0.5418000000000003,0.2941176453287197,532.0,0,0.1017520860006732,60,12.669821609599884,5,5,0.4999999950000001,0,5,business_small,21,False,True,False,False,0.0,0
E0029,9,0,59937.858205362834,4525887793.93563,1.200637735786247,0.2222222222222222,1.8555257625653467,0.21794871794871795,3.4581999999999997,0.39130434612476367,857.5,0,0.1308806583346688,351,11.232493329486674,4,9,0.30769230532544384,0,4,individual_low,94,False,False,False,True,0.0,0
E0030,8,0,75603.46715305593,2587178956.5276246,0.5648421125089889,0.25,1.8935779248635423,0.16483516483516483,2.4581999999999997,0.380952379138322,530.7142857142857,0,0.1897998761455199,259,13.149563711536938,6,8,0.4285714255102041,0,6,individual_low,10,False,True,False,False,0.0,0
E0031,7,0,89215.81542738002,6678575925.164308,0.4639169443065497,0.42857142857142855,1.897785108852516,0.3181818181818182,1.4581999999999997,0.5833333284722223,152.85714285714286,0,0.0363384080993259,320,12.913480576652656,5,7,0.4166666631944445,0,5,business_small,26,False,False,False,True,0.0,0
E0032,5,0,48488.63358260608,3618164585.557888,0.9186856783069763,0.2,1.874956242462889,0.37777777777777777,0.5418000000000003,0.6249999921875001,82.0,0,0.0817891526602516,161,12.353801769846665,5,5,0.4999999950000001,0,5,business_small,91,False,False,False,True,0.0,0
E0033,9,0,53643.7818206879,1387080992.1618748,0.7487289810759343,0.2222222222222222,1.888406375732936,0.23076923076923078,3.4581999999999997,0.31034482651605233,1046.111111111111,0,0.1522944258052873,348,12.716000711947622,4,9,0.30769230532544384,0,4,business_small,8,False,False,True,False,0.0,0
E0034,6,0,35091.82524792096,511021849.6022436,0.4002467864575654,0.0,1.9084584367047068,0.13333333333333333,0.4581999999999997,0.2608695640831758,706.6666666666667,0,0.0946719924539925,30,11.898936883352295,4,6,0.3999999960000001,0,4,individual_low,8,False,False,True,False,0.0,0
E0035,6,1,42649.99341261475,842590481.5636032,-0.16860827524450134,0.0,1.9196851665293622,0.3888888888888889,0.4581999999999997,0.2307692298816568,871.0,0,0.2973256014406078,70,11.655300890443707,3,6,0.3333333296296297,0,3,individual_low,60,True,False,False,False,0.0,0
E0036,5,0,58817.42994118143,1181236096.2527144,0.9359014258023375,0.2,1.900439696772662,0.28888888888888886,0.5418000000000003,0.26315789335180056,657.0,0,0.1294294401112464,1,11.92409739957594,5,5,0.4999999950000001,0,5,business_small,72,False,False,False,True,0.0,0
E0037,6,0,72371.55516403545,4433736605.086252,0.8871693241553807,0.16666666666666666,1.8791174852605932,0.16363636363636364,0.4581999999999997,0.3157894720221607,530.6666666666666,0,0.2609397460776648,49,12.708386788338714,5,6,0.4545454504132232,0,5,business_large,34,False,False,False,True,0.16666666666666666,1
E0038,6,0,52801.93781048021,2023948716.1467147,0.7390375031677726,0.16666666666666666,1.8852839792108433,0.25,0.4581999999999997,0.3157894720221607,437.66666666666663,0,0.2689529506841593,134,12.603678681732912,3,6,0.3333333296296297,0,3,business_small,16,False,True,False,False,0.0,0
E0039,5,0,45466.738580113706,762753779.3985952,0.25996806659258664,0.0,1.9204834955986712,0.2857142857142857,0.5418000000000003,0.18518518449931412,1573.0,0,0.250802099916705,145,12.253769621682181,3,5,0.3749999953125001,0,3,business_large,13,False,True,False,False,0.0,0
E0040,6,0,55620.36524059781,4076490856.3985443,0.8446831582741305,0.16666666666666666,1.873629925076936,0.26666666666666666,0.4581999999999997,0.2307692298816568,1324.0,0,0.0140694722835503,178,12.601481027871408,4,6,0.3999999960000001,0,4,business_small,87,False,False,False,True,0.0,0
E0041,5,0,101693.55657216939,5456411209.97426,0.513717957707041,0.4,1.9083777721577067,0.3333333333333333,0.5418000000000003,0.24999999874999998,623.0,0,0.2843240194840054,263,12.809272573178117,2,5,0.2857142816326531,0,2,business_small,76,False,True,False,False,0.0,0
E0042,8,0,39104.95733863495,385184938.2385133,-0.03421530680000149,0.0,1.9273785780884014,0.15384615384615385,2.4581999999999997,0.39999999799999997,494.28571428571433,0,0.038622768639953,310,12.383062658758902,5,8,0.38461538165680476,0,5,individual_low,91,False,False,False,True,0.0,0
E0043,6,0,49276.759428012854,2209572137.9116178,0.19977192999388976,0.16666666666666666,1.9091298334363629,0.05454545454545454,0.4581999999999997,0.24999999895833333,1112.0,0,0.0103210883142883,203,12.127587154403885,5,6,0.4545454504132232,0,5,business_small,22,False,False,True,False,0.16666666666666666,1
E0044,5,0,49401.9634865685,2629768357.558288,0.4221218624494645,0.2,1.8963000850373926,0.47619047619047616,0.5418000000000003,0.2173913034026465,793.0,0,0.1243108823719672,298,9.713012546138941,2,5,0.2857142816326531,0,2,business_small,96,False,False,False,True,0.0,0
E0045,9,0,36704.42230185683,1251250714.3446527,1.7211093986443642,0.1111111111111111,1.8405024878955467,0.15384615384615385,3.4581999999999997,0.42857142653061225,544.4444444444443,0,0.0583902098273568,186,12.418188303697864,4,9,0.30769230532544384,0,4,business_small,27,False,True,False,False,0.0,0
E0046,5,0,62308.74005195459,889868294.5917542,-0.4191109267514797,0.0,1.9386309988023884,0.10714285714285714,0.5418000000000003,0.19230769156804733,1108.0,0,0.0552589588989708,29,11.056214555354057,3,5,0.3749999953125001,0,3,individual_high,64,False,False,False,True,0.0,0
E0047,8,1,45270.57112236328,2199310229.0742955,0.38360878019048295,0.25,1.9141232994344204,0.18181818181818182,2.4581999999999997,0.36363636198347105,559.8214285714286,0,0.0863458840128451,58,12.41957497079987,4,8,0.3333333305555556,0,4,business_small,2,False,True,False,False,0.0,0
E0048,11,0,41689.76115634449,1094276664.8253334,1.0047258444693254,0.09090909090909091,1.8697722804959052,0.08571428571428572,5.4582,0.4583333314236111,486.5454545454545,0,0.0745216815740564,8,12.464140561708964,5,11,0.312499998046875,1,5,individual_low,97,False,True,False,False,0.09090909090909091,0
E0049,5,0,49385.77618088932,1600750468.3882408,1.0529683421730682,0.2,1.8833409504173881,0.35714285714285715,0.5418000000000003,0.312499998046875,428.0,0,0.2054386206450459,323,12.301270105179608,3,5,0.3749999953125001,0,3,business_small,26,False,False,False,True,0.0,0
E0050,5,0,53131.776603889746,1207237194.6066349,0.20200079744587784,0.0,1.91731083251496,0.5,0.5418000000000003,0.19230769156804733,1067.0,0,0.056033191990821,166,12.168292758799605,4,5,0.4444444395061729,0,4,individual_low,92,False,False,True,False,0.0,0
E0051,7,0,37997.5032156268,912115912.2689158,0.1294610618512096,0.0,1.8998532467369917,0.32727272727272727,1.4581999999999997,0.38888888672839506,786.6666666666667,0,0.1629354915591775,336,12.295902257466743,4,7,0.36363636033057856,0,4,business_large,83,True,False,False,False,0.0,0
E0052,7,0,27760.391061491973,589277131.270856,0.3029069736398697,0.0,1.8946601746211926,0.15384615384615385,1.4581999999999997,0.29166666545138886,1019.0476190476192,0,0.2959279638430589,278,12.154930218462617,6,7,0.46153845798816573,0,6,individual_low,69,False,False,True,False,0.0,0
E0053,5,0,79534.70551146756,2806603800.206783,-0.021172351887491118,0.4,1.9384202546489309,0.24444444444444444,0.5418000000000003,0.17241379250891795,1512.0,0,0.1297147262868866,190,12.89338917975388,5,5,0.4999999950000001,0,5,individual_low,97,True,False,False,False,0.0,0
E0054,6,0,98172.95920203217,4746688021.401492,0.005128686718548366,0.5,1.9254583730029995,0.3333333333333333,0.4581999999999997,0.22222222139917694,1434.6666666666667,0,0.1925619326386309,241,13.286247258792017,5,6,0.4545454504132232,1,5,individual_high,84,False,True,False,False,0.16666666666666666,1
E0055,7,1,58791.434571690705,3169886093.554046,0.3656383508088351,0.14285714285714285,1.887101062162854,0.25757575757575757,1.4581999999999997,0.2592592582990398,1101.4285714285716,0,0.2908115033189621,277,12.927664031675826,5,7,0.4166666631944445,0,5,business_small,30,False,False,True,False,0.0,0
E0056,7,0,52333.83058169409,3172764918.255741,1.0079482264486181,0.14285714285714285,1.8673192693529534,0.18181818181818182,1.4581999999999997,0.3181818167355372,836.6666666666667,0,0.0412916994124092,153,9.86485212753423,5,7,0.4166666631944445,0,5,individual_high,8,False,False,False,True,0.0,0
E0057,6,0,37224.89609280805,2031145351.648948,1.1660434964748214,0.16666666666666666,1.8604307502055744,0.3333333333333333,0.4581999999999997,0.28571428435374147,686.6666666666667,0,0.1255821027879148,159,11.817033426701054,3,6,0.3333333296296297,0,3,individual_low,38,False,False,False,True,0.0,0
E0058,9,0,54194.35677600501,2895351411.777087,1.216559414620487,0.1111111111111111,1.8554229626618357,0.18181818181818182,3.4581999999999997,0.3333333320987654,822.7777777777777,0,0.2550577200585762,264,0.0,2,9,0.18181818016528928,0,2,business_small,61,False,False,False,True,0.0,0
E0059,9,0,81104.89398808387,8548963986.83448,1.3726382115785019,0.2222222222222222,1.8547936940850223,0.08333333333333333,3.4581999999999997,0.3749999984375,460.0,0,0.2796917048234639,234,13.274378979795067,7,9,0.437499997265625,0,7,individual_low,81,False,False,False,True,0.1111111111111111,1
E0060,7,0,33046.747513549846,261924519.85015073,0.048616201719173954,0.0,1.908920979676183,0.23636363636363636,1.4581999999999997,0.34999999825,538.095238095238,0,0.1803708173876715,345,11.089630937914528,4,7,0.36363636033057856,0,4,business_large,65,False,False,False,True,0.0,0
E0061,5,0,39212.179547232154,3044605534.9741335,1.0333158419673143,0.2,1.8685603254431948,0.3611111111111111,0.5418000000000003,0.4545454504132232,193.0,0,0.043026180762067,198,10.093355190061166,4,5,0.4444444395061729,0,4,business_large,67,False,False,False,True,0.0,0
E0062,6,0,29581.79060049055,689567230.2732456,0.6394234659368186,0.0,1.8780318492955426,0.3333333333333333,0.4581999999999997,0.20689655101070153,1418.666666666667,0,0.2704414751842965,32,11.373041957363322,3,6,0.3333333296296297,0,3,business_small,46,True,False,False,False,0.0,0
E0063,7,0,46534.641377705615,1835137703.4228165,0.4415292939669213,0.2857142857142857,1.90025071826191,0.2909090909090909,1.4581999999999997,0.33333333174603175,806.1904761904764,0,0.0523339698572827,88,11.942964331316949,4,7,0.36363636033057856,0,4,individual_low,90,False,False,False,True,0.0,0
E0064,6,0,45151.800631514976,1154825372.8320963,0.7904126174327342,0.16666666666666666,1.8879004691124677,0.35555555555555557,0.4581999999999997,0.21428571352040815,1382.666666666667,0,0.1058633544996355,94,12.222037576995938,4,6,0.3999999960000001,0,4,business_small,95,False,False,False,True,0.0,0
E0065,9,0,34437.233786044555,1608417824.266576,1.3083227827436517,0.1111111111111111,1.8442699471527149,0.21978021978021978,3.4581999999999997,0.74999999375,306.94444444444446,0,0.1126523933286785,220,12.601002281357811,5,9,0.35714285459183676,0,5,individual_low,72,False,True,False,False,0.0,0
E0066,6,0,17517.958075598403,306987573.8114509,0.7832557868797558,0.0,1.8654782031028396,0.2545454545454545,0.4581999999999997,0.3157894720221607,561.6666666666667,0,0.1341874619617884,68,10.987942824767671,5,6,0.4545454504132232,0,5,individual_high,43,False,False,False,True,0.0,0
E0067,6,0,35838.350272432814,673907924.1749885,0.16764576351871435,0.0,1.9034822041769905,0.15555555555555556,0.4581999999999997,0.24999999895833333,1021.6666666666665,0,0.2370497447792848,293,11.174380342596152,4,6,0.3999999960000001,0,4,individual_low,59,True,False,False,False,0.0,0
E0068,8,0,52141.56639419753,2535630350.148256,0.6713351363306617,0.25,1.878900541808604,0.12087912087912088,2.4581999999999997,0.2962962951989026,1144.107142857143,0,0.2406433134307453,236,12.755061844135653,6,8,0.4285714255102041,0,6,business_large,46,False,False,False,True,0.0,0
E0069,11,0,59123.01751929133,1523256370.5767636,0.5697191120541839,0.09090909090909091,1.8749711655288352,0.08823529411764706,5.4582,0.4583333314236111,790.1818181818182,0,0.2158965219834342,159,13.251779057739505,6,11,0.35294117439446365,0,6,individual_low,72,False,False,True,False,0.09090909090909091,0
E0070,5,0,21747.590595173424,86178476.25906298,-0.7306637522013096,0.0,1.9479461319293185,0.2777777777777778,0.5418000000000003,0.19230769156804733,928.0,0,0.0066386023264744,319,10.029830506257264,4,5,0.4444444395061729,0,4,business_small,35,True,False,False,False,0.0,0
E0071,7,0,69993.16088815611,2366751727.9389033,-0.24914178853901295,0.42857142857142855,1.9353746567380545,0.3055555555555556,1.4581999999999997,0.29166666545138886,995.7142857142857,0,0.1694535306651454,327,13.085061049304933,2,7,0.22222221975308645,0,2,business_small,39,False,False,False,True,0.0,0
E0072,8,0,53189.73236212402,1849379123.633712,0.33330276174758006,0.125,1.8893537409987329,0.22727272727272727,2.4581999999999997,0.3333333319444444,825.5357142857143,0,0.2242478867644199,275,12.804311062231605,4,8,0.3333333305555556,0,4,individual_high,92,False,False,False,True,0.0,0
E0073,5,0,65715.52015166878,3797487858.0849285,-0.057310220600033594,0.2,1.91732823804559,0.4444444444444444,0.5418000000000003,0.18518518449931412,1095.0,0,0.1333875720184628,289,11.864926890364387,4,5,0.4444444395061729,0,4,individual_low,51,True,False,False,False,0.0,0
E0074,8,0,35347.03991934105,906111221.1116549,0.16109159885903515,0.0,1.905635666762618,0.16483516483516483,2.4581999999999997,0.3333333319444444,628.5714285714286,0,0.2834808136096189,41,12.13797411088184,6,8,0.4285714255102041,0,6,business_large,4,True,False,False,False,0.0,0
E0075,6,1,41445.2917943617,1182199201.3505454,0.22397046149972144,0.0,1.895542073305739,0.15151515151515152,0.4581999999999997,0.23999999904,1194.6666666666667,0,0.2471431565641053,65,12.14192449261125,6,6,0.4999999958333334,0,6,business_small,80,True,False,False,False,0.0,0
E0076,7,0,52350.19616689975,1331953081.091355,0.46609755992247887,0.14285714285714285,1.894968112450905,0.2909090909090909,1.4581999999999997,0.3043478247637051,772.3809523809524,0,0.1914465196460492,20,12.408660759015186,4,7,0.36363636033057856,0,4,business_small,77,True,False,False,False,0.0,0
E0077,5,0,124412.44536725101,11636549289.055033,0.4739400836368707,0.6,1.9016302030329615,0.2222222222222222,0.5418000000000003,0.38461538165680476,413.0,0,0.018727555104754,334,11.806402044317357,4,5,0.4444444395061729,0,4,individual_low,84,False,False,False,True,0.0,0
E0078,7,0,54360.584480030164,1048122155.7985779,0.6201943204143705,0.14285714285714285,1.9020257572869614,0.21818181818181817,1.4581999999999997,0.26923076819526626,813.3333333333333,0,0.1957038742749414,69,12.03639159747495,4,7,0.36363636033057856,0,4,individual_high,51,False,False,False,True,0.0,0
E0079,11,0,46438.749055467706,1577537021.3088753,0.17070692470918666,0.0,1.9169503336229912,0.11764705882352941,5.4582,0.40740740589849106,707.6363636363636,0,0.2734738803756656,260,12.647607955664725,6,11,0.35294117439446365,0,6,individual_high,5,False,False,False,True,0.0,0
E0080,5,0,50660.77062609111,1264234164.4320621,-0.051894190829887776,0.0,1.92133274718475,0.14285714285714285,0.5418000000000003,0.35714285459183676,317.0,0,0.1138336160642854,245,12.44234899542113,3,5,0.3749999953125001,0,3,individual_low,55,True,False,False,False,0.0,0
E0081,8,0,46746.61544809256,985140143.0599848,0.0499202060323477,0.0,1.9105158676628173,0.1282051282051282,2.4581999999999997,0.3333333319444444,602.6785714285714,0,0.2514397576816083,322,12.773243392658726,5,8,0.38461538165680476,0,5,individual_low,20,False,True,False,False,0.125,1
E0082,5,0,56318.749988678435,3115297060.114493,0.7683115810046834,0.2,1.8840231619353178,0.15555555555555556,0.5418000000000003,0.2272727262396694,957.0,0,0.0939483428586537,234,11.52961657357289,5,5,0.4999999950000001,0,5,business_large,24,False,False,False,True,0.0,0
E0083,8,0,51246.1370578525,2690419567.1120095,1.4453262354143142,0.125,1.8523980614932707,0.09090909090909091,2.4581999999999997,0.2962962951989026,1014.1071428571429,0,0.1710309874641908,271,12.753943575711626,3,8,0.2727272702479339,0,3,individual_low,36,False,False,False,True,0.0,0
E0084,5,0,68353.65426237894,5309080565.455111,0.9515087509526785,0.2,1.8803001308638008,0.21428571428571427,0.5418000000000003,0.1999999992,1355.0,0,0.1945273255112347,98,11.89092206072129,3,5,0.3749999953125001,0,3,individual_low,34,False,False,False,True,0.0,0
E0085,10,1,72941.37331190344,4085773238.2072654,0.614197172087005,0.3,1.8810762381239516,0.05128205128205128,4.4582,0.5263157867036011,310.6666666666667,0,0.2033985112676684,328,13.316118500072236,3,10,0.23076922899408286,0,3,business_small,54,False,False,False,True,0.0,0
E0086,5,0,70576.29028015044,2524509787.20691,-0.2930336979631512,0.6,1.945685682308246,0.2857142857142857,0.5418000000000003,0.23809523696145124,963.0000000000001,0,0.2647647943393044,34,12.404253941097487,2,5,0.2857142816326531,0,2,business_small,34,True,False,False,False,0.0,0
E0087,7,0,23165.069301447547,299999461.9828227,0.3656733422731696,0.0,1.8825775634639128,0.16666666666666666,1.4581999999999997,0.3181818167355372,732.8571428571429,0,0.0703866801018846,338,11.785663508934146,6,7,0.46153845798816573,0,6,individual_low,83,False,True,False,False,0.0,0
E0088,5,0,66416.77031412283,2942331784.828176,-0.06244954694257415,0.4,1.9290310449846502,0.2857142857142857,0.5418000000000003,0.23809523696145124,672.0,0,0.0787108755866924,170,11.778123118861169,3,5,0.3749999953125001,0,3,business_small,17,True,False,False,False,0.0,0
E0089,5,0,44647.3937079367,2381566484.496215,0.5381147642284416,0.2,1.8886669993727705,0.10714285714285714,0.5418000000000003,0.2941176453287197,607.0,0,0.211212297993221,109,11.91113292023929,3,5,0.3749999953125001,0,3,individual_low,5,False,True,False,False,0.0,0
E0090,6,0,92807.9514191951,5148682685.140494,0.711630400511025,0.3333333333333333,1.892600819127213,0.06666666666666667,0.4581999999999997,0.22222222139917694,1004.0,0,0.0531581437452114,294,12.971949086384532,4,6,0.3999999960000001,0,4,individual_low,89,False,False,False,True,0.0,0
E0091,6,0,45926.411647954235,1149883084.1168437,0.6976791410076296,0.16666666666666666,1.88524587344233,0.39285714285714285,0.4581999999999997,0.20689655101070153,1478.6666666666667,0,0.1392811214891881,9,12.1538663404068,2,6,0.24999999687500005,0,2,individual_low,18,True,False,False,False,0.0,0
E0092,5,0,70879.0075719557,2829132248.048867,-0.2546877396799029,0.4,1.9333988183904338,0.26666666666666666,0.5418000000000003,0.24999999874999998,1033.0,0,0.0060103152231645,201,12.697569048202146,5,5,0.4999999950000001,0,5,business_large,55,True,False,False,False,0.0,0
E0093,5,0,64149.983847406635,2695818730.9665675,-0.21454433177532667,0.4,1.936515550455059,0.15151515151515152,0.5418000000000003,0.33333333111111113,377.0,0,0.0422938010970342,256,11.766149924442058,7,5,0.5833333284722223,0,7,individual_low,53,False,True,False,False,0.0,0
E0094,8,0,40329.34622157994,3014253566.8962584,1.6791948720075431,0.125,1.8386577305236695,0.2,2.4581999999999997,0.3333333319444444,616.9642857142857,0,0.2036539155086584,261,12.445033223209323,2,8,0.19999999800000004,0,2,individual_low,50,True,False,False,False,0.0,0
E0095,8,2,34834.042068033035,2014280825.679259,1.4549861084995928,0.125,1.8413016151866033,0.1794871794871795,2.4581999999999997,0.42105262936288085,436.42857142857144,0,0.2242384810445261,180,11.630650837106838,5,8,0.38461538165680476,0,5,individual_high,72,False,True,False,False,0.0,0
E0096,24,1,49341.425551111286,1292073911.2728121,0.806949522813424,0.08333333333333333,1.845070547569295,0.03439153439153439,18.458199999999998,0.9230769195266272,735.054347826087,0,0.8787701870603373,290,13.322058729251074,6,24,0.19999999933333332,2,6,business_large,91,False,True,False,False,0.75,1
