entity_id,profile_type,country,agent_id,kyc_risk_score,dormancy_period
E0076,business_small,ASIA,77,0.19144651964604922,20
E0077,individual_low,US,84,0.01872755510475401,334
E0078,individual_high,US,51,0.19570387427494146,69
E0079,individual_high,US,5,0.27347388037566567,260
E0080,individual_low,ASIA,55,0.11383361606428542,245
E0081,individual_low,EU,20,0.2514397576816083,322
E0082,business_large,US,24,0.0939483428586537,234
E0083,individual_low,US,36,0.17103098746419082,271
E0084,individual_low,US,34,0.1945273255112347,98
E0085,business_small,US,54,0.20339851126766847,328
E0086,business_small,ASIA,34,0.26476479433930444,34
E0087,individual_low,EU,83,0.07038668010188462,338
E0088,business_small,ASIA,17,0.0787108755866924,170
E0089,individual_low,EU,5,0.21121229799322103,109
E0090,individual_low,US,89,0.053158143745211425,294
E0091,individual_low,ASIA,18,0.1392811214891881,9
E0092,business_large,ASIA,55,0.006010315223164542,201
E0093,individual_low,EU,53,0.042293801097034234,256
E0094,individual_low,ASIA,50,0.2036539155086584,261
E0095,individual_high,EU,72,0.22423848104452618,180
E0096,business_large,EU,91,0.8787701870603373,290
E0097,individual_low,EU,79,0.0683128651233591,293
E0098,individual_high,US,45,0.02967133396111533,160
E0099,individual_low,US,13,0.13002385317753504,66
E0100,individual_high,US,16,0.03783482122338998,99
E0101,business_small,EU,86,0.131188805150067,76
E0102,business_small,US,84,0.21962947674033947,34
E0103,individual_low,EU,13,0.20501658994302524,44
E0104,individual_low,HIGH_RISK,20,0.08413814605555356,149
E0105,individual_low,US,66,0.20212876477407973,67
E0106,individual_low,EU,99,0.27831363926987307,253
E0107,individual_low,ASIA,47,0.10425731612547465,16
E0108,business_small,US,19,0.09873574610928197,260
E0109,business_large,US,45,0.17143159544460523,212
E0110,business_large,US,37,0.07365054330824154,312
E0111,business_large,US,54,0.1954736783940756,255
E0112,business_small,HIGH_RISK,6,0.24967853120174427,215
E0113,business_small,ASIA,14,0.1377955515295896,350
E0114,individual_low,EU,4,0.2038521974785147,285
E0115,business_small,ASIA,86,0.1955656271648986,6
E0116,individual_high,ASIA,55,0.011599668554276854,198
E0117,individual_high,US,34,0.055024888552732916,90
E0118,business_small,ASIA,27,0.26805900054543896,146
E0119,individual_low,EU,7,0.2816676442095058,149
E0120,individual_low,ASIA,3,0.2341318919733532,51
E0121,business_large,ASIA,47,0.2763744444983084,242
E0122,individual_low,US,97,0.09184459527557244,218
E0123,individual_high,US,2,0.07431329153371409,5
E0124,business_large,US,80,0.11529005626815599,108
E0125,business_small,EU,25,0.016602599565135854,350
E0126,business_small,ASIA,60,0.2429614857123983,65
E0127,individual_low,ASIA,79,0.2952526455345232,9
E0128,individual_low,US,24,0.24720878773098293,201
E0129,business_large,EU,15,0.16649260045576444,281
E0130,business_small,EU,95,0.08858459114488494,213
E0131,business_small,US,14,0.05930936656307418,67
E0132,individual_low,US,54,0.10921886153899799,246
E0133,individual_low,US,78,0.2000908588644619,353
E0134,business_large,HIGH_RISK,6,0.13411846666224708,326
E0135,individual_low,US,78,0.28021794602534583,49
E0136,business_small,EU,81,0.25626610288971974,16
E0137,individual_low,ASIA,18,0.030720184788869686,10
E0138,business_small,US,20,0.03945756716571299,308
E0139,business_large,HIGH_RISK,62,0.20287175559003326,305
E0140,business_small,HIGH_RISK,81,0.06923051699410629,123
E0141,individual_low,US,80,0.23730896310352534,224
E0142,business_small,EU,40,0.17740744269790593,243
E0143,business_small,US,39,0.06894915832000499,317
E0144,individual_high,US,52,0.14360603924417734,331
E0145,business_large,US,32,0.12182288771011,345
E0146,business_small,EU,73,0.2619478077568214,28
E0147,business_large,EU,27,0.00964874249311508,357
E0148,business_small,US,52,0.26875316714003694,356
E0149,individual_low,US,97,0.195624804863923,364
E0150,individual_low,HIGH_RISK,63,0.22126145626451363,284
E0151,individual_low,US,74,0.0007822390177901206,58
E0152,business_large,US,63,0.1884718302111697,142
E0153,business_small,EU,17,0.1765458491133078,325
E0154,business_small,HIGH_RISK,49,0.16116166691588996,351
E0155,individual_low,US,81,0.23576005701176547,299
E0156,individual_low,EU,82,0.16676132891895157,225
E0157,business_small,ASIA,23,0.2571291568679573,163
E0158,individual_high,US,98,0.0697894459228915,83
E0159,individual_low,ASIA,72,0.24179477669150995,312
E0160,business_small,US,13,0.05379383184744172,116
E0161,individual_low,EU,23,0.24393533759069397,319
E0162,individual_low,EU,57,0.2821390556485703,203
E0163,individual_high,EU,62,0.10070824269311522,354
E0164,individual_low,US,54,0.15896589419405663,293
E0165,business_large,ASIA,20,0.1974987068769443,144
E0166,individual_low,US,86,0.023841499756348382,26
E0167,individual_low,US,52,0.14822421546123607,16
E0168,individual_low,US,23,0.10817549297647401,62
E0169,business_small,EU,35,0.2617366893753924,266
E0170,individual_high,EU,67,0.26300385561249784,63
E0171,business_small,US,34,0.21023386186417103,38
E0172,individual_low,EU,33,0.1967173423777495,129
E0173,individual_low,US,46,0.22010653778275704,114
E0174,individual_high,EU,81,0.10979607030084211,44
E0175,business_large,US,45,0.12135577402518763,215
E0176,business_large,EU,19,0.1661114168666116,87
E0177,individual_low,US,94,0.2814084382093402,335
E0178,business_small,HIGH_RISK,87,0.21719996223586877,176
E0179,business_large,US,15,0.165296773348867,264
E0180,individual_low,US,78,0.23112390446901435,104
E0181,business_large,US,66,0.11126709367152751,333
E0182,individual_low,HIGH_RISK,39,0.21914001034331118,300
E0183,business_large,ASIA,18,0.1232028744848101,170
E0184,business_small,US,70,0.08389842210449583,107
E0185,business_large,EU,59,0.18291721425668775,354
E0186,business_small,ASIA,32,0.20606326789505533,160
E0187,individual_low,EU,21,0.13778806835386925,282
E0188,business_large,EU,40,0.16965021940665045,39
E0189,individual_low,US,92,0.20821982245678705,25
E0190,individual_low,US,27,0.23031301546725283,82
E0191,business_small,ASIA,2,0.26867144372492285,172
E0192,business_small,HIGH_RISK,97,0.10636326187929844,172
E0193,business_large,EU,80,0.28544317585577805,281
E0194,individual_low,US,39,0.19118394303692626,69
E0195,business_small,US,86,0.23631056480968432,322
E0196,business_small,ASIA,56,0.20993071304443148,5
E0197,individual_low,ASIA,13,0.06167151760452198,283
E0198,individual_low,ASIA,56,0.021431514902648496,194
E0199,individual_low,ASIA,66,0.21788593920543606,12
E0200,individual_low,EU,78,0.15331580033837294,62
E0201,business_large,US,56,0.21066401052249736,12
E0202,business_small,US,28,0.14305284117463793,248
E0203,business_small,ASIA,64,0.0936703561249512,204
E0204,business_large,EU,71,0.08550537277787047,252
E0205,individual_low,US,82,0.21915963926099827,39
E0206,business_large,US,64,0.08303402443973242,164
E0207,individual_high,EU,56,0.21440306127762626,30
E0208,business_large,US,41,0.11518803789521355,16
E0209,individual_low,US,41,0.23126952129564074,136
E0210,business_large,EU,4,0.04284297773480088,364
E0211,individual_low,EU,57,0.06149398296130366,319
E0212,individual_low,EU,30,0.20577348171604906,312
E0213,business_small,US,88,0.16806933605947877,164
E0214,individual_low,ASIA,84,0.06116350278647976,280
E0215,business_small,US,46,0.2708481035180465,222
E0216,individual_high,US,56,0.08278324422379388,121
E0217,business_small,ASIA,31,0.12632141945809014,77
E0218,individual_low,EU,88,0.060686382561761384,312
E0219,individual_low,ASIA,7,0.11640828550245426,326
E0220,individual_low,EU,90,0.7672560900755879,288
E0221,individual_high,EU,77,0.08857411635387573,112
E0222,individual_low,US,54,0.230728101958945,99
E0223,individual_low,US,8,0.11817989359387412,302
E0224,individual_low,US,55,0.2188529999876301,238
E0225,individual_low,US,69,0.062121652617073,345
E0226,business_small,HIGH_RISK,44,0.1131106490379536,110
E0227,business_large,US,13,0.002417486668660551,89
E0228,individual_low,ASIA,93,0.2275912751741135,138
E0229,business_small,EU,20,0.18776599329914523,134
E0230,business_small,ASIA,78,0.24534699747613684,11
E0231,individual_high,EU,32,0.13668323643081398,243
E0232,business_small,EU,60,0.23992219311385174,181
E0233,individual_high,EU,50,0.1942747632812935,194
E0234,business_small,US,27,0.0010838797602715998,361
E0235,individual_low,ASIA,25,0.07610828852655357,121
E0236,business_small,US,52,0.1481674056618744,52
E0237,business_small,US,68,0.18560620491359137,355
E0238,individual_low,EU,21,0.019677259399391144,172
E0239,individual_low,US,18,0.2115239784551375,178
E0240,business_large,HIGH_RISK,39,0.16306082929417795,292
E0241,individual_high,HIGH_RISK,15,0.6045434652240087,341
E0242,business_small,HIGH_RISK,53,0.08761366742937453,53
E0243,business_large,US,38,0.17844692984717306,256
E0244,business_small,US,48,0.008247866889532395,244
E0245,business_small,HIGH_RISK,52,0.019410099151196545,148
E0246,business_small,EU,88,0.22016102616385244,283
E0247,business_large,HIGH_RISK,72,0.09656740276018917,15
E0248,individual_high,HIGH_RISK,28,0.10409012268734515,175
E0249,individual_high,ASIA,85,0.06251556097693554,27
E0250,individual_low,US,16,0.13368620762997965,128
E0251,business_large,US,16,0.015598029423390091,222
E0252,business_small,ASIA,35,0.0901089670713341,243
E0253,individual_low,US,17,0.15813717653330925,353
E0254,business_large,US,73,0.1396895764677411,237
E0255,individual_high,EU,99,0.29990089293691014,231
E0256,individual_low,HIGH_RISK,52,0.116629395635073,325
E0257,business_small,EU,93,0.11609971777629266,91
E0258,individual_high,EU,82,0.1510745332243381,2
E0259,business_large,US,12,0.05709093308136894,80
E0260,individual_low,EU,83,0.26289132688774736,43
E0261,business_large,HIGH_RISK,48,0.17168033665933455,154
E0262,business_small,US,22,0.057632291759826725,23
E0263,individual_low,EU,49,0.2380324774116397,98
E0264,business_large,ASIA,52,0.010299651342855974,170
E0265,business_small,ASIA,79,0.29476926017562816,147
E0266,individual_low,EU,1,0.25954480043141137,122
E0267,individual_high,ASIA,66,0.17389183666020594,111
E0268,business_large,US,64,0.03338869882711994,129
E0269,individual_low,US,8,0.06458183198690143,67
E0270,individual_low,ASIA,86,0.08383055109406894,346
E0271,individual_low,ASIA,25,0.07230952137108329,315
E0272,individual_low,ASIA,66,0.1492560031360337,216
E0273,business_small,HIGH_RISK,73,0.2833681110801443,95
E0274,individual_high,EU,73,0.13325177543034314,144
E0275,individual_low,EU,77,0.19846937045202165,32
E0276,individual_low,ASIA,70,0.20657496179364696,285
E0277,individual_low,EU,94,0.2614742175763448,4
E0278,business_large,ASIA,79,0.010146386271455777,117
E0279,individual_low,ASIA,51,0.12129901780426265,139
E0280,business_large,ASIA,53,0.2354205342258298,229
E0281,individual_high,US,15,0.24446010448963384,159
E0282,individual_low,US,50,0.27819978455220334,293
E0283,business_large,US,71,0.21083830794540068,248
E0284,individual_high,EU,75,0.07354618383142304,272
E0285,business_small,US,38,0.15169972292531345,185
E0286,business_large,EU,40,0.00970358637566927,364
E0287,individual_low,EU,66,0.19407850232947405,39
E0288,individual_low,US,39,0.16628856345262702,223
E0289,business_small,EU,74,0.20005088422838793,151
E0290,individual_low,US,17,0.2790421660162786,139
E0291,individual_low,US,7,0.20618298351612946,127
E0292,individual_low,ASIA,39,0.09613497911242837,350
E0293,individual_low,US,68,0.059620999161047024,146
E0294,business_small,US,35,0.2563908620455964,284
E0295,individual_low,EU,51,0.05829964298212817,217
E0296,individual_high,ASIA,47,0.04848287417860917,219
E0297,business_small,US,36,0.06198362420429274,144
E0298,individual_high,EU,64,0.15265225443915204,328
E0299,individual_low,US,95,0.03725623294783705,276
E0300,business_small,US,89,0.2814354991790107,241
E0301,individual_low,EU,13,0.28987611217202686,59
E0302,business_small,EU,18,0.29214055598489963,97
E0303,business_large,EU,21,0.01173744144591594,330
E0304,individual_high,ASIA,65,0.2838592579440095,180
E0305,business_small,HIGH_RISK,8,0.770359004964566,219
E0306,individual_high,EU,48,0.28272873280364613,102
E0307,individual_low,US,85,0.2012816717288118,335
E0308,business_large,ASIA,43,0.21036904572255025,318
E0309,business_large,US,53,0.03667588196203429,56
E0310,individual_low,EU,85,0.26228912312248875,284
E0311,business_small,US,27,0.01789187538863145,128
E0312,business_large,US,19,0.09531916398529193,314
E0313,business_large,HIGH_RISK,23,0.2973454935444561,85
E0314,business_small,ASIA,50,0.12669836373089857,199
E0315,individual_high,EU,51,0.03934686718957762,70
E0316,individual_low,EU,43,0.290788398614724,344
E0317,business_large,US,99,0.29524189411252083,97
E0318,individual_low,US,51,0.056112805571614306,299
E0319,business_small,US,69,0.25944114262205126,175
E0320,individual_low,EU,41,0.11712699785816752,232
E0321,individual_low,ASIA,72,0.11441053934601433,74
E0322,individual_high,EU,11,0.07880928956907049,142
E0323,business_large,US,80,0.013413082366468954,22
E0324,individual_low,HIGH_RISK,88,0.08040269510556705,180
E0325,business_small,ASIA,85,0.016133071599915606,44
E0326,individual_low,EU,52,0.27731161390798903,91
E0327,individual_low,EU,23,0.19851620171781853,268
E0328,individual_high,EU,49,0.26598679500491745,33
E0329,business_small,US,38,0.21518720444117118,165
E0330,individual_low,US,47,0.03938606132479178,69
E0331,individual_low,ASIA,72,0.28217446102058935,363
E0332,individual_low,US,7,0.2699679160898301,195
E0333,individual_low,US,66,0.1044228233703107,132
E0334,business_large,US,94,0.03346000210550295,246
E0335,business_large,US,77,0.21124642523666212,167
E0336,individual_low,ASIA,62,0.21850839082101675,276
E0337,business_small,ASIA,87,0.26904871345221215,155
E0338,business_large,EU,29,0.015796727835323977,22
E0339,individual_low,US,38,0.04251115140821155,199
E0340,business_large,EU,84,0.1794746378637547,274
E0341,business_large,EU,33,0.6329250105480965,200
E0342,individual_low,US,29,0.010082898694501885,185
E0343,individual_low,EU,79,0.11907961531849752,19
E0344,business_large,US,23,0.17524851938281472,115
E0345,business_small,EU,3,0.22137339994552016,91
E0346,individual_low,EU,93,0.09484520753349857,348
E0347,individual_low,US,45,0.14517104790655241,338
E0348,individual_high,US,8,0.24421646169360275,52
E0349,business_small,EU,86,0.2861685191693221,122
E0350,business_small,EU,29,0.06909440261695365,340
E0351,business_large,ASIA,2,0.07591266174596886,337
E0352,individual_low,EU,50,0.28194545623016265,264
E0353,business_small,US,65,0.11877334522880506,3
E0354,business_small,US,20,0.21550449735622282,168
E0355,individual_high,EU,52,0.18367956861896287,280
E0356,individual_low,US,85,0.08567630393821689,289
E0357,business_large,EU,37,0.1960686665874075,72
E0358,business_large,HIGH_RISK,72,0.19666977028709198,136
E0359,individual_high,EU,27,0.17773295562272287,337
E0360,business_small,US,47,0.029898247454853866,255
E0361,individual_low,EU,99,0.2985515467122113,140
E0362,business_small,EU,6,0.12012493835124821,207
E0363,business_small,EU,60,0.19147529561909665,259
E0364,business_small,HIGH_RISK,45,0.2657285082337858,262
E0365,business_large,US,44,0.1269865465259509,270
E0366,business_small,HIGH_RISK,83,0.23217751704166456,37
E0367,individual_low,HIGH_RISK,18,0.2915473274038218,202
E0368,business_small,US,65,0.10768042807591448,223
E0369,individual_low,US,25,0.121580871069821,346
E0370,individual_low,US,27,0.2716728176989706,51
E0371,individual_low,US,7,0.0478928603445549,80
E0372,individual_high,US,44,0.008578451507832695,355
E0373,business_small,EU,29,0.27266670145473354,210
E0374,individual_high,US,95,0.24647747223527408,6
E0375,business_small,US,44,0.2917749097653996,362
E0376,business_small,ASIA,36,0.017471334813203475,44
E0377,individual_low,US,19,0.04685319913229617,314
E0378,business_large,ASIA,6,0.031593767726942654,276
E0379,individual_low,US,25,0.20502483968811278,258
E0380,individual_low,US,31,0.18180302212414295,141
E0381,business_small,EU,9,0.1078005598161779,257
E0382,individual_low,EU,84,0.017227043820673502,284
E0383,individual_low,ASIA,74,0.19189859521396227,36
E0384,business_small,ASIA,37,0.171036145534517,44
E0385,business_small,ASIA,27,0.03387096331818472,119
E0386,individual_high,US,13,0.27267291134211424,45
E0387,business_large,US,41,0.059684912901597165,139
E0388,business_small,ASIA,66,0.2230527456431569,52
E0389,business_large,ASIA,85,0.26552275876288445,300
E0390,individual_low,HIGH_RISK,97,0.17384249720811254,287
E0391,business_small,EU,24,0.07405467158947539,273
E0392,business_large,US,44,0.09277455528754242,268
E0393,business_small,ASIA,98,0.2657242601156497,278
E0394,business_small,US,60,0.0894771469129454,61
E0395,individual_low,HIGH_RISK,9,0.2238571449951913,53
E0396,individual_low,ASIA,2,0.2970495636766216,68
E0397,individual_high,EU,56,0.29994501580880334,241
E0398,individual_low,ASIA,30,0.16004392448079943,269
E0399,business_large,ASIA,22,0.24796673903582933,251
E0400,individual_low,US,75,0.29707496037635983,353
E0401,business_large,HIGH_RISK,81,0.11240186695259466,283
E0402,business_large,EU,13,0.07572287552109176,350
E0403,individual_low,ASIA,71,0.03427000675265496,70
E0404,individual_low,US,16,0.6926743676114412,331
E0405,business_large,ASIA,97,0.256066909086199,99
E0406,business_large,US,45,0.1766169270921222,60
E0407,individual_high,US,65,0.26211275261774575,102
E0408,individual_low,HIGH_RISK,11,0.23683652670965052,118
E0409,business_small,US,70,0.20212338901440532,16
E0410,business_small,US,20,0.1827936575720582,304
E0411,individual_low,HIGH_RISK,99,0.014501671253427884,190
E0412,business_small,HIGH_RISK,63,0.26168255880095764,211
E0413,individual_low,EU,90,0.12535261850391427,77
E0414,individual_low,EU,12,0.1679360571214176,45
E0415,individual_low,EU,62,0.006586050563106216,92
E0416,individual_low,US,94,0.2808220505588361,12
E0417,individual_low,US,92,0.7245270899651262,255
E0418,individual_high,EU,91,0.16298340897543168,300
E0419,individual_low,ASIA,42,0.17319348995050723,16
E0420,individual_low,ASIA,83,0.2115051637210466,302
E0421,individual_low,ASIA,69,0.07940846893084502,61
E0422,business_large,US,58,0.06657468681399077,42
E0423,individual_high,EU,5,0.20220688398048983,67
E0424,individual_high,US,27,0.8122566182291726,341
E0425,business_small,EU,28,0.13621860141701422,202
E0426,business_large,EU,26,0.14782812719972702,213
E0427,individual_low,ASIA,91,0.11440109307455039,108
E0428,business_small,US,49,0.0555804527093204,283
E0429,business_small,US,21,0.6477519587663958,354
E0430,business_small,US,1,0.10126717606813498,224
E0431,individual_low,ASIA,92,0.1497797023946251,224
E0432,business_small,EU,58,0.2024042524735558,238
E0433,individual_low,US,79,0.29047053705785114,117
E0434,business_small,US,55,0.04324897805229847,90
E0435,business_small,ASIA,81,0.26190513298232454,339
E0436,individual_low,US,26,0.08525340011707873,288
E0437,business_large,ASIA,84,0.17741183100042168,280
E0438,individual_low,ASIA,25,0.16402108439516042,18
E0439,business_large,US,77,0.1670845255884789,174
E0440,individual_high,US,33,0.21700758351564386,105
E0441,individual_low,HIGH_RISK,89,0.11450649172469878,288
E0442,individual_low,US,72,0.09572998897105668,247
E0443,business_large,US,69,0.2558503719556432,322
E0444,individual_low,ASIA,6,0.06602851208228108,141
E0445,individual_low,HIGH_RISK,23,0.054073811193342924,297
E0446,individual_low,HIGH_RISK,30,0.0046822309965782625,192
E0447,business_small,ASIA,78,0.06317333460875603,350
E0448,business_small,US,54,0.15555942999501252,302
E0449,individual_low,US,87,0.16155266190423406,290
E0450,individual_low,ASIA,11,0.07632614735866029,331
E0451,individual_low,EU,31,0.021682251012359953,207
E0452,individual_low,EU,6,0.22339223890356186,247
E0453,individual_high,HIGH_RISK,11,0.22739260456868993,141
E0454,business_small,US,77,0.29935091888746845,310
E0455,individual_low,EU,12,0.2700088711604153,221
E0456,individual_low,US,66,0.27781861935529273,224
E0457,individual_low,EU,53,0.23946114772318255,353
E0458,business_large,US,99,0.18465085601474973,183
E0459,business_large,US,36,0.038563787281353144,363
E0460,business_large,US,17,0.1866939892367633,304
E0461,individual_low,EU,28,0.01678675812438799,187
E0462,individual_low,ASIA,92,0.26558973338135766,112
E0463,individual_low,EU,22,0.14454640062425925,180
E0464,individual_low,HIGH_RISK,7,0.20924184959274006,198
E0465,business_small,US,15,0.0156730991087892,69
E0466,business_small,US,96,0.1602745268768476,85
E0467,business_large,ASIA,11,0.09037901935600876,38
E0468,business_large,US,24,0.0854904797211737,130
E0469,individual_low,HIGH_RISK,67,0.11689677441095475,9
E0470,business_small,US,30,0.00019183825816047051,2
E0471,individual_low,HIGH_RISK,70,0.13999826451605205,301
E0472,individual_low,US,66,0.14597000508238148,149
E0473,business_small,ASIA,61,0.25893927475171924,66
E0474,individual_low,EU,78,0.13455768236474472,192
E0475,individual_high,HIGH_RISK,41,0.10906688816030186,96
E0476,individual_low,US,82,0.298424115408739,18
E0477,business_small,EU,51,0.1713639973807489,317
E0478,business_small,HIGH_RISK,44,0.14178396259024184,97
E0479,individual_low,EU,95,0.14878075036451383,56
E0480,business_large,EU,13,0.2427543892526415,350
E0481,individual_low,EU,90,0.10220291069104825,106
E0482,individual_high,EU,12,0.11674813880578368,87
E0483,business_small,EU,82,0.2267620078012396,140
E0484,business_small,EU,9,0.02189512188413084,143
E0485,business_large,HIGH_RISK,85,0.25955074744297757,51
E0486,individual_low,US,48,0.129060808940391,211
E0487,business_small,US,49,0.17438789265169452,40
E0488,business_small,HIGH_RISK,53,0.22724284777795054,303
E0489,business_large,ASIA,56,0.07981557673180345,90
E0490,individual_low,EU,40,0.26709426249619533,38
E0491,business_small,EU,24,0.29376749167698324,12
E0492,business_small,US,98,0.14828230842183737,95
E0493,individual_low,US,72,0.281081209509802,108
E0494,individual_high,EU,33,0.0003385867580948276,103
E0495,individual_low,US,23,0.2682713488906585,353
E0496,business_small,EU,77,0.09331359592539167,230
E0497,business_large,US,54,0.09344862741828058,42
E0498,business_small,HIGH_RISK,53,0.06842665943098182,208
E0499,business_small,HIGH_RISK,49,0.09510417034527056,87
E0500,business_small,EU,78,0.06404537510959053,92
E0501,individual_low,EU,78,0.2717607318929915,173
E0502,individual_low,US,80,0.26970711816400994,125
E0503,individual_high,ASIA,49,0.030663394476186753,108
E0504,individual_low,EU,60,0.04285752865994774,46
E0505,individual_low,US,90,0.25860559170319997,213
E0506,business_small,HIGH_RISK,90,0.11968133126182379,91
E0507,individual_low,ASIA,65,0.050781503201783484,180
E0508,individual_low,HIGH_RISK,32,0.15320082073097016,40
E0509,individual_high,ASIA,79,0.12500041497602848,258
E0510,individual_low,EU,21,0.06574846612138956,120
E0511,business_large,EU,18,0.2162256654832903,76
E0512,business_large,HIGH_RISK,94,0.18938679369981926,94
E0513,business_small,ASIA,60,0.6161253152421231,348
E0514,individual_low,US,13,0.27761601429760274,360
E0515,business_small,US,24,0.16754098971902073,17
E0516,business_large,US,30,0.07506134611906254,292
E0517,business_small,ASIA,2,0.06188754452170905,170
E0518,individual_low,HIGH_RISK,83,0.040784394411660464,161
E0519,business_small,US,25,0.12739122191710522,310
E0520,business_large,EU,50,0.04066230392725103,51
E0521,business_small,US,14,0.12474492377856784,35
E0522,business_small,HIGH_RISK,6,0.0446311284702353,186
E0523,individual_high,ASIA,76,0.1970422564571668,247
E0524,business_small,ASIA,84,0.23557260650590747,51
E0525,individual_low,EU,87,0.1648568242568276,18
E0526,business_small,EU,30,0.2040170624564692,91
E0527,individual_low,US,30,0.28151362112521827,138
E0528,individual_high,US,38,0.19151145887118234,303
E0529,individual_low,ASIA,58,0.10924745945516479,356
E0530,business_small,ASIA,94,0.13484404760247465,219
E0531,individual_low,HIGH_RISK,41,0.2581575678216111,98
E0532,business_small,HIGH_RISK,94,0.7805923184344351,315
E0533,business_small,EU,57,0.0977211067351298,206
E0534,individual_low,ASIA,36,0.17318402069114522,143
E0535,individual_low,HIGH_RISK,64,0.20291687082253032,198
E0536,individual_low,ASIA,98,0.22904972262951157,302
E0537,business_large,US,16,0.09546203879882614,322
E0538,business_small,EU,88,0.04375774020274509,286
E0539,individual_high,US,78,0.2864517629029679,331
E0540,individual_low,HIGH_RISK,90,0.022917665139611843,263
E0541,business_small,EU,72,0.028741606736065628,216
E0542,business_large,US,14,0.14848276257059065,188
E0543,business_large,EU,31,0.2457813084430795,43
E0544,business_small,EU,66,0.232351231906598,290
E0545,individual_low,US,68,0.2813097798582275,188
E0546,individual_low,US,65,0.042480772683896516,193
E0547,individual_low,EU,55,0.1127181771187308,269
E0548,individual_low,EU,84,0.08464263861651301,259
E0549,individual_low,ASIA,78,0.2582610370664016,238
E0550,individual_low,EU,40,0.1465063860843601,111
E0551,individual_low,ASIA,25,0.008054380324699906,68
